time_s,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_11,sig_12,sig_13,sig_17,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_51,sig_52,sig_53,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_68,sig_70,sig_71,sig_72,sig_73,sig_74,sig_75,sig_76,sig_119,sig_120,sig_121,sig_125,sig_126,sig_127,sig_131,sig_134
721.926,293.0,990.0,345.0,-393.0,912.0,-184.0,273.0,-407.0,891.0,62,-499,416.0,903.0,-26.0,-992.0,-364.0,1038.0,-178.0,904.0,949.0,-728,334,-18,-100,-493,-791,-29,-427,311,849,82,-269,630,-202,-276,614,-641,605,24,-89,-791,-92,-36,24,-315,387,-787,89,-9
721.959,126.0,983.0,385.0,-348.0,1020.0,-170.0,440.0,47.0,873.0,246,-617,449.0,868.0,5.0,-992.0,-364.0,1038.0,-170.0,855.0,600.0,-781,-127,301,-71,-527,-775,-4,-445,307,841,-446,1029,495,-248,-292,547,-689,592,66,-141,-791,-92,-38,24,-197,213,-728,-104,-8
721.993,116.0,995.0,388.0,-548.0,942.0,-288.0,801.0,179.0,1299.0,145,-480,530.0,853.0,-56.0,-992.0,-364.0,1038.0,-261.0,1229.0,729.0,-862,683,15,-21,-578,-741,35,-469,335,816,245,597,959,-129,-310,445,-751,573,103,-193,-790,-92,-38,25,-282,85,-1040,-990,-4
722.026,9.0,1047.0,422.0,-604.0,890.0,-107.0,417.0,325.0,1133.0,269,-532,792.0,734.0,-70.0,-992.0,-364.0,1038.0,-296.0,1254.0,753.0,-991,1144,69,33,-604,-712,34,-497,348,794,578,487,511,-427,-339,358,-788,560,123,-240,-783,-89,-36,25,12,83,-1161,-1067,3
722.059,-209.0,1006.0,329.0,-647.0,880.0,-35.0,473.0,257.0,1149.0,335,-289,756.0,694.0,-134.0,-992.0,-364.0,1038.0,-800.0,1138.0,588.0,-819,673,125,78,-616,-695,24,-522,351,777,118,593,532,-95,-357,245,-825,536,164,-295,-774,-85,-31,25,223,167,-658,128,14
722.093,37.0,983.0,324.0,-695.0,779.0,-61.0,607.0,492.0,1349.0,256,-341,726.0,698.0,-213.0,-992.0,-364.0,1038.0,-849.0,705.0,524.0,-855,547,-95,116,-624,-676,25,-546,365,753,63,944,1057,-977,-380,122,-839,501,187,-342,-773,-83,-28,24,-270,320,-859,73,19
722.126,362.0,1008.0,203.0,-667.0,783.0,16.0,463.0,353.0,1258.0,152,-354,717.0,635.0,-190.0,-992.0,-364.0,1038.0,-727.0,948.0,521.0,-1294,774,478,171,-657,-630,21,-568,379,730,6,845,1209,-641,-408,5,-833,468,213,-388,-764,-83,-28,23,-52,397,-979,-102,21
722.159,301.0,1042.0,71.0,-524.0,762.0,20.0,626.0,463.0,924.0,47,-371,603.0,591.0,-241.0,-992.0,-364.0,1038.0,-435.0,780.0,611.0,-1108,777,385,196,-659,-615,1,-583,385,716,-166,887,590,-332,-416,-145,-818,434,257,-462,-730,-83,-25,24,-53,400,-759,-69,24
722.193,247.0,1195.0,39.0,-520.0,899.0,30.0,789.0,193.0,581.0,-5,-353,582.0,666.0,-243.0,-992.0,-364.0,1038.0,-119.0,904.0,849.0,-1015,92,270,204,-658,-602,1,-596,394,699,-154,632,1150,-1229,-441,-295,-778,388,276,-520,-709,-84,-24,25,-481,411,-824,-185,26
722.226,265.0,1118.0,-7.0,-479.0,895.0,8.0,947.0,99.0,549.0,68,-328,475.0,721.0,-303.0,-992.0,-364.0,1038.0,-43.0,830.0,723.0,-985,627,1323,220,-676,-573,7,-585,408,701,-85,988,719,-91,-450,-390,-729,368,292,-553,-689,-83,-23,25,-266,408,-827,80,27
722.259,112.0,1088.0,-34.0,-491.0,902.0,1.0,716.0,269.0,382.0,183,-350,310.0,825.0,-227.0,-992.0,-364.0,1038.0,-148.0,679.0,405.0,-945,464,456,205,-678,-576,7,-575,408,709,-171,898,636,336,-443,-437,-708,361,299,-561,-682,-83,-23,25,-256,394,-798,-29,27
722.293,-78.0,1071.0,10.0,-450.0,937.0,-1.0,440.0,417.0,359.0,195,-401,500.0,1009.0,-306.0,-992.0,-364.0,1038.0,-337.0,716.0,201.0,-813,565,417,185,-680,-593,7,-557,402,726,-80,974,329,863,-422,-461,-694,370,306,-556,-679,-83,-23,25,-330,380,-721,-124,27
722.326,-95.0,1099.0,25.0,-432.0,993.0,3.0,166.0,616.0,185.0,227,-361,523.0,1041.0,-310.0,-992.0,-364.0,1038.0,-332.0,708.0,3.0,-843,824,-17,162,-658,-624,-4,-546,390,742,28,921,315,1000,-395,-435,-722,386,306,-527,-693,-83,-23,25,-305,373,-670,-97,27
722.359,-263.0,1089.0,200.0,-410.0,971.0,-6.0,511.0,659.0,247.0,178,-316,430.0,873.0,-89.0,-992.0,-364.0,1038.0,-399.0,867.0,13.0,-717,575,100,141,-626,-663,-20,-532,367,762,-56,904,100,1246,-364,-371,-775,407,305,-483,-713,-83,-23,25,-320,386,-746,-101,27
722.393,-71.0,1097.0,294.0,-369.0,951.0,-4.0,532.0,715.0,181.0,182,-327,298.0,1061.0,124.0,-992.0,-364.0,1038.0,-453.0,1128.0,326.0,-704,282,109,119,-579,-711,-30,-522,339,782,-296,732,138,1469,-322,-289,-820,428,307,-438,-729,-83,-23,25,-269,402,-795,-31,26
722.426,53.0,1001.0,198.0,-341.0,950.0,-12.0,177.0,550.0,459.0,122,-313,309.0,911.0,237.0,-992.0,-364.0,1038.0,-306.0,1075.0,560.0,-713,-23,119,111,-532,-750,-26,-519,309,796,-514,449,161,1603,-281,-227,-852,440,318,-403,-737,-83,-23,25,-291,396,-789,-56,26
722.459,-169.0,992.0,97.0,-299.0,970.0,-44.0,69.0,495.0,685.0,112,-258,316.0,885.0,38.0,-992.0,-364.0,1038.0,-275.0,1063.0,597.0,-713,-163,64,113,-497,-778,-2,-527,287,800,-565,864,154,1335,-231,-171,-872,453,328,-376,-739,-83,-23,25,-315,386,-797,-53,26
722.493,-81.0,1163.0,401.0,-265.0,903.0,-83.0,189.0,680.0,785.0,104,-280,238.0,924.0,49.0,-992.0,-364.0,1038.0,-242.0,1071.0,494.0,-1010,-3,362,139,-488,-782,29,-533,266,803,-665,493,1,1707,-186,-107,-889,466,339,-333,-747,-83,-23,25,-286,392,-793,-2,26
722.526,73.0,1119.0,358.0,-285.0,939.0,-31.0,273.0,745.0,943.0,73,-363,321.0,924.0,68.0,-992.0,-364.0,1038.0,-220.0,1126.0,698.0,-1124,322,310,175,-486,-778,62,-539,247,802,-605,59,86,2369,-130,-44,-896,468,360,-269,-761,-83,-23,25,-290,392,-790,-32,26
722.559,-56.0,987.0,197.0,-267.0,955.0,16.0,351.0,753.0,707.0,38,-269,350.0,884.0,114.0,-992.0,-364.0,1038.0,-125.0,1122.0,586.0,-1047,524,305,217,-469,-780,88,-548,220,802,-569,27,388,3071,-46,10,-896,459,392,-201,-772,-83,-23,25,-324,389,-787,-67,25
722.593,-89.0,1032.0,174.0,-318.0,1012.0,0.0,44.0,1198.0,141.0,104,-341,318.0,961.0,19.0,-992.0,-364.0,1038.0,-253.0,1006.0,-499.0,-1026,451,227,258,-435,-796,109,-557,188,801,-729,141,838,3389,44,51,-891,437,428,-130,-780,-83,-23,25,-319,392,-786,-3,25
722.626,11.0,1023.0,118.0,-232.0,960.0,0.0,63.0,1844.0,-72.0,303,-325,338.0,895.0,2.0,-992.0,-364.0,1038.0,-535.0,1001.0,-536.0,-1016,395,147,303,-405,-800,133,-570,164,794,-826,382,949,3161,119,118,-876,407,459,-51,-788,-84,-23,25,-308,399,-797,53,25
722.659,-12.0,1051.0,93.0,-401.0,1017.0,17.0,-125.0,1771.0,79.0,326,-369,397.0,880.0,49.0,-992.0,-364.0,1038.0,-1220.0,1393.0,-297.0,-1088,682,198,345,-385,-796,151,-580,150,786,-899,613,347,3845,195,176,-852,367,504,24,-782,-84,-23,25,-312,404,-783,34,25
722.693,-70.0,1062.0,56.0,-406.0,961.0,59.0,-266.0,1535.0,323.0,255,-376,355.0,942.0,11.0,-992.0,-364.0,1038.0,-731.0,1424.0,58.0,-967,454,-71,389,-356,-791,169,-599,134,771,-1431,109,197,4590,286,201,-823,297,563,88,-766,-83,-23,25,-309,400,-781,30,25
722.726,7.0,977.0,14.0,-451.0,917.0,40.0,274.0,1465.0,265.0,258,-397,344.0,906.0,-7.0,-992.0,-364.0,1038.0,13.0,1361.0,53.0,-920,-336,-133,458,-325,-774,203,-627,113,744,-1859,160,577,3836,364,205,-805,204,609,134,-754,-83,-23,25,-299,403,-789,57,24
722.759,-1.0,1057.0,-14.0,-440.0,834.0,-18.0,464.0,1194.0,230.0,241,-343,260.0,935.0,101.0,-992.0,-364.0,1038.0,-180.0,1149.0,59.0,-1109,-773,-3,521,-313,-740,268,-640,116,711,-1852,419,445,2174,399,196,-816,107,632,155,-752,-83,-23,25,-301,401,-785,5,24
722.793,-47.0,1081.0,-40.0,-429.0,911.0,-6.0,492.0,1024.0,244.0,201,-369,156.0,940.0,136.0,-992.0,-364.0,1038.0,-2.0,1115.0,22.0,-1510,-424,682,578,-356,-671,354,-618,152,685,-1550,677,428,1740,427,156,-859,15,647,142,-749,-84,-23,25,-307,396,-791,-29,23
722.826,-60.0,1042.0,27.0,-359.0,920.0,-30.0,405.0,930.0,194.0,131,-265,183.0,932.0,78.0,-992.0,-364.0,1038.0,-101.0,966.0,-16.0,-1355,218,294,599,-407,-607,420,-586,182,668,-1366,897,595,1221,473,77,-904,-57,654,105,-747,-84,-23,25,-304,396,-791,-11,23
722.859,-73.0,1044.0,181.0,-350.0,1012.0,33.0,504.0,979.0,95.0,132,-316,255.0,952.0,66.0,-992.0,-364.0,1038.0,-52.0,1053.0,124.0,-1074,143,-41,611,-424,-569,460,-568,194,655,-1096,935,415,431,502,15,-944,-103,650,69,-750,-84,-23,25,-300,394,-788,-21,23
722.893,-138.0,1082.0,192.0,-308.0,944.0,-9.0,459.0,958.0,68.0,163,-305,278.0,959.0,80.0,-992.0,-364.0,1038.0,-161.0,1049.0,79.0,-945,57,-137,618,-438,-534,487,-555,212,640,-904,799,257,222,527,-28,-963,-130,645,36,-752,-84,-23,25,-299,406,-800,56,22
722.926,-61.0,978.0,134.0,-265.0,973.0,0.0,283.0,977.0,108.0,169,-230,350.0,888.0,70.0,-992.0,-364.0,1038.0,-223.0,1012.0,30.0,-885,-38,-131,618,-458,-502,505,-543,230,630,-837,744,248,-12,543,-65,-965,-143,638,5,-757,-83,-23,25,-295,403,-791,123,22
722.959,-79.0,1068.0,97.0,-260.0,974.0,-31.0,210.0,1067.0,181.0,200,-245,320.0,892.0,66.0,-992.0,-364.0,1038.0,-249.0,1031.0,-9.0,-859,-22,-51,614,-481,-470,519,-531,255,620,-792,698,161,-277,559,-136,-960,-156,626,-39,-763,-83,-23,25,-291,393,-782,55,22
722.993,-14.0,1078.0,20.0,-206.0,1046.0,-17.0,200.0,1117.0,226.0,214,-219,328.0,932.0,70.0,-992.0,-364.0,1038.0,-223.0,1089.0,21.0,-916,137,65,616,-505,-429,521,-525,276,614,-849,726,38,50,553,-202,-952,-143,623,-69,-766,-84,-23,25,-291,394,-794,71,22
723.026,61.0,1008.0,-10.0,-176.0,1036.0,18.0,148.0,1030.0,224.0,176,-214,348.0,940.0,112.0,-992.0,-364.0,1038.0,-117.0,1167.0,177.0,-924,31,82,626,-521,-397,514,-528,291,611,-906,544,113,339,534,-240,-949,-116,625,-90,-767,-84,-23,25,-301,388,-791,111,23
723.059,1.0,1039.0,27.0,-136.0,1033.0,-3.0,383.0,1077.0,188.0,164,-144,334.0,921.0,103.0,-992.0,-364.0,1038.0,-210.0,1166.0,24.0,-950,-53,51,628,-529,-376,505,-535,304,606,-982,488,245,342,523,-277,-949,-83,625,-111,-768,-84,-23,25,-302,387,-790,105,23
723.093,40.0,1063.0,38.0,-116.0,956.0,-36.0,192.0,1156.0,262.0,177,-193,265.0,933.0,140.0,-992.0,-364.0,1038.0,-451.0,1103.0,94.0,-1015,-83,103,637,-533,-356,494,-544,313,601,-1048,444,342,133,501,-330,-953,-49,621,-135,-771,-83,-23,24,-275,394,-808,227,24
723.126,85.0,1053.0,65.0,-139.0,985.0,-49.0,-398.0,1031.0,138.0,124,-157,274.0,917.0,95.0,-992.0,-364.0,1038.0,-463.0,1014.0,84.0,-990,97,-15,635,-529,-350,478,-553,326,599,-1022,259,280,-8,477,-388,-951,-24,614,-161,-772,-83,-23,23,-248,389,-809,228,25
723.159,85.0,1044.0,144.0,-161.0,1023.0,-57.0,39.0,952.0,148.0,141,-187,276.0,930.0,69.0,-992.0,-364.0,1038.0,-222.0,986.0,-126.0,-1089,87,5,637,-537,-337,458,-563,336,600,-1030,305,260,14,442,-445,-940,-4,608,-181,-773,-83,-23,23,-230,392,-791,131,25
723.193,35.0,1028.0,181.0,-225.0,1009.0,-88.0,-88.0,936.0,167.0,149,-142,304.0,917.0,89.0,-992.0,-364.0,1038.0,-198.0,1012.0,-51.0,-1092,-32,119,637,-546,-326,438,-572,339,605,-1066,322,393,175,408,-467,-938,26,604,-177,-777,-82,-23,22,-234,395,-821,125,26
723.226,10.0,1010.0,110.0,-309.0,1025.0,-65.0,263.0,888.0,313.0,138,-243,354.0,924.0,130.0,-992.0,-364.0,1038.0,-88.0,1120.0,357.0,-1076,-65,255,626,-552,-335,426,-571,342,613,-1059,-162,462,-205,387,-425,-945,48,595,-155,-787,-82,-23,22,-242,394,-810,135,26
723.259,23.0,1018.0,68.0,-353.0,976.0,-51.0,583.0,805.0,551.0,18,-184,375.0,922.0,129.0,-992.0,-364.0,1038.0,158.0,1231.0,527.0,-973,-92,123,617,-566,-334,420,-569,350,614,-918,59,134,-257,372,-379,-952,62,590,-147,-791,-82,-23,22,-227,400,-746,124,26
723.293,65.0,1036.0,70.0,-292.0,976.0,-49.0,1060.0,976.0,631.0,36,-248,372.0,900.0,58.0,-992.0,-364.0,1038.0,88.0,1378.0,448.0,-947,-230,-50,605,-573,-333,421,-567,357,611,-913,16,279,-523,358,-359,-952,53,582,-157,-796,-82,-23,22,-231,389,-798,7,27
723.326,79.0,1068.0,60.0,-313.0,916.0,-48.0,1000.0,1109.0,720.0,49,-161,300.0,943.0,-50.0,-992.0,-364.0,1038.0,-152.0,1218.0,509.0,-961,-40,-77,597,-589,-310,430,-559,374,603,-828,298,292,-927,335,-402,-940,31,570,-185,-800,-82,-23,22,-238,388,-837,-32,27
723.359,120.0,1070.0,49.0,-359.0,893.0,-68.0,803.0,1043.0,904.0,99,-231,343.0,915.0,-93.0,-992.0,-364.0,1038.0,-87.0,1136.0,624.0,-998,407,-42,590,-604,-280,429,-550,390,601,-693,749,307,-683,311,-456,-926,22,560,-212,-801,-82,-23,22,-236,393,-806,7,26
723.393,35.0,1069.0,28.0,-287.0,969.0,15.0,678.0,910.0,1061.0,50,-176,348.0,904.0,-153.0,-992.0,-364.0,1038.0,-89.0,1168.0,719.0,-1088,566,-97,578,-617,-270,411,-548,396,611,-703,1271,549,-470,292,-478,-912,33,550,-220,-805,-82,-23,22,-232,383,-820,-45,26
723.426,-81.0,1063.0,-24.0,-291.0,961.0,-16.0,786.0,855.0,1069.0,4,-215,361.0,892.0,-140.0,-992.0,-364.0,1038.0,130.0,1279.0,711.0,-1179,437,-14,560,-623,-294,379,-555,391,629,-807,1709,501,-576,260,-459,-908,72,534,-215,-814,-82,-23,22,-221,383,-825,-60,26
723.459,-58.0,1058.0,-80.0,-344.0,997.0,8.0,872.0,797.0,972.0,6,-154,339.0,921.0,-108.0,-992.0,-364.0,1038.0,128.0,1282.0,729.0,-1070,470,83,537,-629,-333,338,-558,385,653,-842,1549,794,-652,214,-416,-908,136,509,-207,-824,-82,-23,22,-242,384,-818,-33,25
723.493,-60.0,989.0,-115.0,-334.0,975.0,19.0,871.0,639.0,895.0,89,-219,329.0,928.0,-91.0,-992.0,-364.0,1038.0,200.0,1258.0,688.0,-977,616,-17,506,-639,-388,284,-561,377,681,-793,1464,902,-1304,143,-353,-910,210,468,-208,-833,-82,-23,22,-275,392,-807,-22,25
723.526,-51.0,1030.0,-86.0,-262.0,1020.0,41.0,737.0,521.0,712.0,-9,-121,338.0,928.0,-148.0,-992.0,-364.0,1038.0,202.0,1294.0,617.0,-1034,653,-108,454,-659,-439,227,-555,380,704,-812,1464,903,-1732,48,-282,-911,285,419,-224,-833,-82,-23,22,-259,418,-786,22,25
723.559,-80.0,1051.0,-66.0,-182.0,967.0,-13.0,530.0,395.0,639.0,-8,-128,330.0,923.0,-180.0,-992.0,-364.0,1038.0,315.0,1554.0,467.0,-1116,804,-192,384,-684,-490,159,-544,386,728,-858,1359,774,-2071,-46,-210,-909,356,363,-246,-825,-82,-24,22,-245,418,-790,82,25
723.593,-75.0,1082.0,-47.0,-187.0,988.0,-73.0,462.0,548.0,609.0,179,-212,315.0,911.0,-183.0,-992.0,-364.0,1038.0,-188.0,1393.0,260.0,-1168,762,-179,289,-702,-535,96,-526,401,744,-787,1189,578,-2195,-130,-125,-904,419,306,-268,-812,-82,-23,22,-248,391,-815,90,26
723.626,-96.0,1066.0,-87.0,-359.0,973.0,-103.0,333.0,1140.0,349.0,232,8,293.0,922.0,-154.0,-992.0,-364.0,1038.0,-649.0,731.0,88.0,-1191,747,-265,198,-724,-557,38,-511,423,747,-666,818,391,-2037,-199,-43,-887,467,256,-288,-796,-82,-23,22,-237,385,-825,53,26
723.659,-110.0,1057.0,-49.0,-488.0,805.0,-97.0,79.0,1191.0,8.0,356,-94,209.0,937.0,-100.0,-992.0,-364.0,1038.0,-213.0,623.0,86.0,-1227,600,-358,112,-731,-568,-12,-504,447,739,-483,383,339,-1886,-252,29,-872,491,218,-306,-785,-82,-23,22,-227,387,-821,22,27
723.693,-132.0,998.0,-56.0,-621.0,866.0,-118.0,18.0,425.0,251.0,370,-226,220.0,959.0,-62.0,-992.0,-364.0,1038.0,-566.0,288.0,38.0,-1403,599,-263,40,-721,-585,-61,-495,458,736,-501,324,366,-1640,-292,63,-867,493,199,-328,-781,-82,-23,22,-219,381,-821,22,27
723.726,-205.0,997.0,29.0,-588.0,782.0,-144.0,139.0,471.0,59.0,139,-242,254.0,953.0,-60.0,-992.0,-364.0,1038.0,-488.0,528.0,176.0,-1110,207,36,-28,-673,-631,-108,-478,461,740,-993,235,288,-1363,-329,54,-859,475,196,-352,-782,-82,-24,22,-241,397,-815,9,26
723.759,-180.0,998.0,119.0,-418.0,865.0,-218.0,-63.0,328.0,365.0,152,-324,245.0,897.0,-71.0,-992.0,-364.0,1038.0,-193.0,473.0,801.0,-905,-83,430,-74,-642,-658,-126,-470,465,740,-1170,261,163,-1122,-361,15,-849,450,207,-384,-779,-82,-24,22,-246,406,-806,-19,26
723.793,-131.0,1023.0,140.0,-397.0,921.0,-233.0,590.0,752.0,1378.0,440,-364,322.0,862.0,-144.0,-992.0,-364.0,1038.0,-1096.0,462.0,350.0,-697,-39,219,-108,-601,-684,-150,-458,454,750,-403,138,18,-847,-396,-61,-836,425,223,-420,-770,-82,-24,22,-227,393,-810,-34,25
723.826,-156.0,1034.0,99.0,-698.0,1149.0,-222.0,56.0,66.0,1541.0,530,-329,364.0,930.0,-173.0,-992.0,-364.0,1038.0,-729.0,1271.0,1658.0,-577,-253,519,-124,-566,-707,-149,-454,443,759,-417,261,41,-337,-412,-111,-822,407,238,-443,-762,-82,-24,22,-236,389,-817,-71,25
723.859,-111.0,987.0,35.0,-541.0,713.0,-192.0,-511.0,876.0,1489.0,396,-545,370.0,951.0,-178.0,-992.0,-364.0,1038.0,-1121.0,818.0,647.0,-654,366,321,-121,-552,-721,-145,-451,431,768,-456,-163,487,490,-402,-114,-828,399,241,-417,-780,-82,-24,22,-244,404,-811,-100,24
723.893,-30.0,989.0,-46.0,-533.0,749.0,-186.0,285.0,234.0,714.0,390,-552,303.0,934.0,-157.0,-992.0,-364.0,1038.0,140.0,939.0,463.0,-531,547,409,-118,-527,-735,-139,-447,415,780,-217,321,1357,250,-386,-58,-835,394,224,-355,-818,-82,-25,22,-263,434,-790,-40,22
723.926,-80.0,1121.0,-98.0,-599.0,735.0,-121.0,560.0,305.0,1054.0,90,-356,233.0,931.0,-133.0,-992.0,-364.0,1038.0,-75.0,594.0,964.0,-756,569,1302,-121,-505,-752,-137,-429,391,802,32,1542,1208,-169,-393,90,-830,417,181,-276,-847,-82,-26,22,-280,451,-759,22,21
723.959,-89.0,1132.0,-21.0,-518.0,948.0,-103.0,-364.0,187.0,1090.0,131,-211,190.0,967.0,-162.0,-992.0,-364.0,1038.0,-300.0,486.0,771.0,-1429,1385,613,-151,-490,-752,-129,-407,388,817,-353,-342,1301,748,-374,221,-810,424,163,-211,-866,-82,-26,22,-269,438,-782,152,21
723.993,-188.0,1049.0,40.0,-397.0,938.0,61.0,-31.0,146.0,863.0,123,-318,182.0,951.0,-190.0,-992.0,-364.0,1038.0,-676.0,369.0,552.0,-913,783,1597,-206,-411,-787,-129,-359,334,862,117,1801,494,1345,-358,362,-770,444,138,-109,-878,-82,-26,21,-290,466,-786,165,20
724.026,-256.0,1009.0,33.0,-456.0,734.0,113.0,-800.0,410.0,353.0,105,-278,220.0,940.0,-217.0,-992.0,-364.0,1038.0,-989.0,152.0,149.0,-816,470,248,-282,-346,-803,-138,-317,290,892,-559,459,891,1143,-325,544,-671,455,102,17,-884,-80,-26,20,-272,491,-734,327,20
724.059,-328.0,1024.0,81.0,-703.0,769.0,-53.0,-1215.0,131.0,12.0,144,-389,328.0,973.0,-229.0,-992.0,-364.0,1038.0,-605.0,60.0,-168.0,-340,277,-534,-339,-268,-810,-151,-300,286,898,81,-66,982,441,-298,667,-559,465,74,76,-879,-80,-26,20,-237,479,-739,513,20
724.093,-307.0,975.0,41.0,-718.0,868.0,-70.0,-237.0,655.0,429.0,140,-347,274.0,945.0,-178.0,-992.0,-364.0,1038.0,-799.0,317.0,294.0,-550,865,678,-366,-212,-815,-166,-283,267,906,-95,452,776,-161,-298,705,-507,472,59,96,-874,-77,-27,18,-266,516,-735,-261,19
724.126,-262.0,1000.0,-20.0,-624.0,895.0,-36.0,-695.0,526.0,664.0,87,-319,178.0,884.0,-137.0,-992.0,-364.0,1038.0,-840.0,383.0,273.0,-338,213,557,-402,-158,-805,-175,-265,249,915,-363,-638,711,332,-287,769,-427,467,45,141,-872,-72,-27,17,-169,470,-688,-843,16
724.159,-166.0,1127.0,7.0,-550.0,864.0,-61.0,-658.0,455.0,631.0,44,-266,200.0,908.0,-64.0,-992.0,-364.0,1038.0,-901.0,378.0,396.0,-348,144,836,-425,-125,-802,-171,-250,240,923,-296,-1189,110,477,-287,794,-375,452,39,180,-873,-69,-27,17,-119,414,-688,-1792,13
724.193,-266.0,1035.0,67.0,-586.0,873.0,-41.0,-349.0,345.0,709.0,49,-284,249.0,936.0,-90.0,-992.0,-364.0,1038.0,-682.0,408.0,556.0,-195,-233,680,-431,-119,-796,-151,-240,225,932,-497,-52,709,148,-298,771,-394,446,51,172,-877,-65,-26,18,-181,420,-725,-2232,10
724.226,-257.0,940.0,156.0,-555.0,866.0,-48.0,-349.0,392.0,895.0,-6,-240,216.0,945.0,-129.0,-992.0,-364.0,1038.0,-655.0,554.0,674.0,-360,148,634,-427,-139,-793,-132,-244,223,934,-438,-208,1099,-656,-309,765,-403,447,48,159,-879,-56,-26,20,-79,338,-829,-1635,7
724.259,-234.0,1004.0,198.0,-504.0,849.0,23.0,-438.0,322.0,944.0,-24,-271,224.0,915.0,-122.0,-992.0,-364.0,1038.0,-655.0,618.0,694.0,-430,91,718,-413,-175,-789,-103,-257,231,933,-357,-373,919,-1362,-324,742,-429,449,45,120,-884,-52,-25,21,-168,296,-934,-1863,6
724.293,-207.0,1047.0,220.0,-493.0,883.0,-6.0,-365.0,174.0,980.0,-47,-291,273.0,970.0,-161.0,-992.0,-364.0,1038.0,-472.0,650.0,703.0,-414,201,703,-392,-245,-779,-68,-274,247,927,-277,-25,835,-1494,-342,699,-487,454,46,68,-887,-48,-24,22,-347,323,-952,-378,6
724.326,-229.0,1001.0,195.0,-471.0,918.0,18.0,-234.0,122.0,944.0,-22,-298,280.0,988.0,-213.0,-992.0,-364.0,1038.0,-347.0,711.0,677.0,-523,458,760,-357,-323,-766,-34,-292,273,916,-227,48,925,-1262,-356,666,-517,462,43,32,-885,-46,-24,22,-98,347,-988,97,5
724.359,-222.0,986.0,164.0,-450.0,898.0,31.0,-134.0,112.0,969.0,0,-320,269.0,954.0,-289.0,-992.0,-364.0,1038.0,-390.0,802.0,723.0,-635,556,759,-318,-390,-748,0,-305,295,906,-213,-70,1034,-1000,-368,648,-528,471,36,12,-881,-47,-24,23,-170,575,-871,-1345,6
724.393,-289.0,1061.0,97.0,-392.0,884.0,44.0,-155.0,102.0,991.0,-61,-300,274.0,887.0,-352.0,-992.0,-364.0,1038.0,-362.0,835.0,617.0,-656,549,716,-285,-449,-727,33,-315,308,897,-55,-53,1001,-810,-371,636,-536,480,31,-8,-877,-47,-24,24,-396,524,-797,-886,5
724.426,-438.0,1109.0,22.0,-377.0,899.0,-11.0,-172.0,92.0,985.0,-86,-297,315.0,895.0,-307.0,-992.0,-364.0,1038.0,-463.0,898.0,682.0,-659,580,582,-253,-494,-706,61,-322,316,890,31,61,980,-677,-368,624,-548,490,28,-30,-871,-48,-24,26,134,593,-945,-865,5
724.459,-420.0,1029.0,-82.0,-345.0,997.0,68.0,-127.0,67.0,1055.0,-71,-269,381.0,884.0,-325.0,-992.0,-364.0,1038.0,-477.0,855.0,630.0,-737,564,479,-225,-531,-690,86,-330,316,885,16,121,960,-621,-364,616,-553,498,24,-46,-866,-45,-23,27,314,1335,-649,-1655,6
724.493,-382.0,1016.0,-134.0,-359.0,913.0,-24.0,-179.0,35.0,1075.0,-65,-295,344.0,885.0,-316.0,-992.0,-364.0,1038.0,-453.0,859.0,622.0,-785,544,470,-194,-554,-680,114,-339,315,879,79,109,926,-489,-370,607,-557,502,20,-59,-862,-36,-23,28,-267,1231,-199,-1598,5
724.526,-272.0,1062.0,-86.0,-331.0,996.0,51.0,-93.0,-37.0,1040.0,-99,-269,289.0,864.0,-325.0,-992.0,-364.0,1038.0,-423.0,891.0,511.0,-857,492,478,-157,-572,-674,141,-348,312,873,53,33,964,-378,-378,589,-569,501,19,-71,-862,-29,-24,28,-463,843,-406,-799,4
724.559,-74.0,1057.0,13.0,-367.0,940.0,47.0,30.0,1.0,1038.0,-43,-324,473.0,945.0,-326.0,-992.0,-364.0,1038.0,-353.0,940.0,463.0,-867,492,544,-125,-588,-663,170,-354,308,867,115,202,993,-204,-390,569,-580,497,21,-83,-864,-26,-27,27,-261,858,-738,-32,4
724.593,-172.0,1028.0,5.0,-392.0,996.0,81.0,44.0,8.0,938.0,-46,-354,278.0,927.0,-177.0,-992.0,-364.0,1038.0,-310.0,936.0,387.0,-870,445,518,-93,-605,-649,201,-357,305,860,117,109,993,-88,-402,548,-589,489,23,-90,-867,-24,-30,26,-169,567,-762,216,3
724.626,-17.0,1000.0,161.0,-365.0,1005.0,135.0,186.0,-29.0,1004.0,-100,-378,200.0,1000.0,252.0,-992.0,-364.0,1038.0,-249.0,1046.0,316.0,-870,415,451,-65,-622,-632,235,-358,305,851,151,136,1015,-46,-422,522,-597,475,27,-100,-874,-22,-31,25,-161,513,-776,208,3
724.659,88.0,1029.0,268.0,-297.0,947.0,120.0,337.0,-108.0,1017.0,-125,-412,223.0,1013.0,43.0,-992.0,-364.0,1038.0,-181.0,1079.0,382.0,-920,386,405,-34,-641,-609,273,-356,308,839,164,289,953,-78,-443,490,-609,458,32,-112,-881,-19,-34,23,-214,561,-750,-199,2
